municipality,region,latitude,longitude,russian_lang,elev,dist_road,pop_density,dist_russia,rebel_violence
Neyman,Donetsk,47.25,38.21667,0.394133333,0.201166181,0.184102569,0.016216559,0.020518213,0
Neygeym,Donetsk,47.33333,38.05,0.252622222,0.259475219,0.014851272,0.011152706,0.099082407,0
Nevskoye,Luhansk,49.18595,37.97525,0.106666667,0.218658892,0.120938916,0.014118785,0.417111908,0
Neskuchne,Donetsk,47.81823,36.80947,0.383466667,0.314868805,0.079092061,0.010990025,0.821788673,1
Neshcheretove,Luhansk,49.40308,38.80606,0.055633333,0.198250729,0.473676114,0.00709268,0.241933164,0
Nelipivka,Donetsk,48.3534,37.83451,0.499222222,0.335276968,0.11164256,0.358816569,0.515792197,0
Nekremenne,Donetsk,48.8204,37.13498,0.192555556,0.300291545,0.400013751,0.009706073,0.801868111,0
Vodyanolypove,Luhansk,49.54472,39.86222,0.069822222,0.594752187,0.593553092,0.007587487,0.012907218,0
Nazarivka,Donetsk,47.32848,37.11267,0.407433333,0.55393586,0.210275603,0.01025588,0.501096516,0
Nauholne,Luhansk,49.55801,38.07077,0.044488889,0.244897959,0.609672866,0.010873341,0.206875313,0
Kartamysheve,Luhansk,49.63333,38.48333,0.194066667,0.341107872,0.268240663,0.007088704,0.18905579,0
Nagolny,Luhansk,48.03333,39.53333,0.709777778,0.717201166,0.091444275,0.024757154,0.103882124,0
Naholno-Tarasivka,Luhansk,48.00134,39.47696,0.443577778,0.39941691,0.042482189,0.109295866,0.079183459,0
Nadezhnoye,Luhansk,49.64705,38.13265,0.1491,0.460641399,0.420536689,0.010873341,0.164419096,0
Mushketovo,Donetsk,47.97301,37.86806,0.759133333,0.448979592,0.021483354,0.770392552,0.34100839,0
Muravka,Donetsk,48.16667,36.9,0.159733333,0.355685131,0.128618438,0.010790636,0.863866099,0
Muratove,Luhansk,48.80352,38.73653,0.253655556,0.201166181,0.57657905,0.00784662,0.529494374,1
Mozhnyakivka,Luhansk,49.65629,39.06164,0.074722222,0.206997085,0.023950392,0.010089722,0.092974445,0
Mistky,Luhansk,49.34553,38.47943,0.2275,0.265306122,0.033790239,0.010873341,0.351376512,0
Mospyne,Donetsk,47.89081,38.06395,0.764811111,0.408163265,0.045368456,0.391416506,0.231618506,1
Moskvets,Donetsk,47.96556,38.41611,0.474266667,0.425655977,0.403936657,0.00799295,0.186671418,0
Moskovske,Donetsk,48.10733,38.53147,0.644888889,0.78425656,0.460813566,0.033528273,0.220113291,1
Morvino,Donetsk,47.51667,37.95,0.606666667,0.128279883,0.208021614,0.011152706,0.18942202,0
Morozivka,Luhansk,49.46693,39.89852,0.123211111,0.306122449,0.093830291,0.007947846,0.053421511,0
Monakhove,Donetsk,48.15034,38.11586,0.665766667,0.580174927,0.192282625,0.474188401,0.336479063,0
Molodohvardiysk,Luhansk,48.34511,39.65244,0.696611111,0.588921283,0.531418224,0.185581732,0.109802365,1
Molodetskiy,Donetsk,48.3,37.15,0.2383,0.545189504,0.031548324,0.15419214,0.77629889,0
Molchanovka,Luhansk,49.66667,38.2,0.207466667,0.250728863,0.055520562,0.009156508,0.157787319,0
Mokroyelanchyk,Donetsk,47.69994,38.49402,0.4446,0.311953353,0.031569693,0.015849296,0.035242446,0
Mokov,Donetsk,47.51476,38.07761,0.330877778,0.364431487,0.154250146,0.018123455,0.120182935,0
Musiyivka,Luhansk,49.23533,39.84858,0.118211111,0.209912536,0.034772448,0.007628989,0.090748429,0
Miusynsk,Luhansk,48.0775,38.90364,0.461711111,0.282798834,0.001024877,0.18608295,0.114676663,1
Mytkovo-Kachkari,Donetsk,47.17287,37.95874,0.264144444,0.163265306,0.196802967,0.016223006,0.156910776,0
Mirskoye,Luhansk,47.875,39.41417,0.189566667,0.530612245,0.349451238,0.0054225,0.015760571,0
Myronivskyy,Donetsk,48.46195,38.27465,0.3464,0.49271137,0.048455786,0.014431165,0.463144084,1
Myronivka,Donetsk,48.48394,38.2481,0.418666667,0.44606414,0.098661299,0.013675658,0.482445356,1
Myrne,Luhansk,48.28542,39.64963,0.838055556,0.364431487,0.182017277,0.010288488,0.113894081,1
Myrne,Donetsk,47.42627,37.73267,0.495755556,0.475218659,0.035530574,0.011152706,0.28474681,1
Myrna Dolyna,Luhansk,48.80996,38.47902,0.166677778,0.428571429,0.344145156,0.016443633,0.571338188,1
Myrna Dolyna,Donetsk,48.59895,36.83546,0.062288889,0.329446064,0.030584977,0.009694312,0.924998931,1
Minkivka,Donetsk,48.7032,37.85387,0.219277778,0.565597668,0.18536842,0.013675658,0.681708306,0
Milove,Luhansk,49.37528,40.13222,0.253577778,0.594752187,0.047820494,0.00733758,0.020887287,0
Mykhaylyuky,Luhansk,48.98575,39.29891,0.3124,0.279883382,0.240329533,0.008189402,0.206753628,0
Mykhaylivka,Luhansk,49.11074,38.56747,0.0755,0.206997085,0.012742017,0.014118785,0.446979611,0
Mykhaylivka,Luhansk,48.92503,39.05295,0.525133333,0.15451895,0.067265926,0.00784662,0.348089899,0
Mykhaylivka,Luhansk,48.87312,39.26951,0.363488889,0.160349854,0.314051076,0.011763453,0.234768373,0
Mikhaylovka,Luhansk,48.78306,38.31667,0.139355556,0.329446064,0.230386712,0.016443633,0.596317338,0
Mykhaylivka,Donetsk,48.74178,37.26924,0.241877778,0.268221574,0.258201827,0.009701329,0.79398003,0
Mikhaylovka,Luhansk,48.66667,38.61667,0.360688889,0.320699708,0.204984872,0.030863034,0.47034971,0
Mikhaylovka,Donetsk,48.65,37.11667,0.120177778,0.463556851,0.467084694,0.009694312,0.885351281,0
Mykhaylivka,Luhansk,48.4976,38.90043,0.535911111,0.247813411,0.018797774,0.046155537,0.351149993,0
Mykhaylivka,Donetsk,48.24543,37.97999,0.618677778,0.690962099,0.10802157,0.189672629,0.419957594,0
Mykhaylivka,Donetsk,48.15278,38.42806,0.657688889,0.556851312,0.406744129,0.011389776,0.282112778,0
Mykhaylivka,Donetsk,48.14676,37.36243,0.620344444,0.565597668,0.057343602,0.011367429,0.628799665,0
Mykhaylivka,Luhansk,48.06644,39.24782,0.636444444,0.711370262,0.185563058,0.18685202,0.111764097,0
Mykhaylivka,Donetsk,47.39206,38.19509,0.1787,0.090379009,0.032938132,0.011152706,0.035077812,0
Michurine,Donetsk,47.47316,38.03001,0.397355556,0.387755102,0.047010775,0.011268892,0.138134608,1
Mezhove,Donetsk,47.96631,38.06954,0.806477778,0.463556851,0.495564236,0.481083844,0.261241276,0
Metolkine,Luhansk,48.93045,38.55369,0.447422222,0.212827988,0.321015644,0.292000787,0.542111456,0
Messarosh,Luhansk,48.84083,38.29917,0.172588889,0.56851312,0.082576879,0.016443633,0.626335022,0
Miluvatka,Luhansk,49.33482,38.16873,0.120055556,0.195335277,0.123785223,0.010873341,0.340375913,0
Melkiy,Luhansk,48.86667,39.01667,0.711833333,0.195335277,0.322984731,0.008795966,0.373750707,0
Melekyne,Donetsk,46.95957,37.39981,0.766444444,0.002915452,0.00425549,0.013302488,0.240235261,0
Medvezhiy,Luhansk,49.14166,38.089,0.052477778,0.443148688,0.411449601,0.013876124,0.441872812,0
Medvezhanka,Luhansk,48.17251,39.51858,0.574577778,0.396501458,0.35479559,0.005372473,0.174953969,0
Midna Ruda,Donetsk,48.55676,38.20663,0.270466667,0.379008746,0.282582295,0.013675658,0.528513087,0
Mechetka,Luhansk,48.17599,39.34255,0.337022222,0.667638484,0.229787602,0.018973835,0.16836462,0
Mayskiy,Donetsk,48.62463,37.77735,0.1773,0.588921283,0.144095596,0.042029164,0.66235932,0
Mayaky,Donetsk,48.946,37.62433,0.239833333,0.201166181,0.097322249,0.01280105,0.59772238,0
Mayak,Donetsk,47.96411,38.02956,0.763177778,0.419825073,0.375646575,0.48748702,0.274898003,1
Matviyivka,Luhansk,48.04078,39.563720000000004,0.744333333,0.78425656,0.011388171,0.019990331,0.114152589,0
Matsegorovka,Luhansk,49.16623,38.36521,0.2968,0.387755102,0.566930972,0.014118785,0.454840955,0
Maslyanovka,Donetsk,48.97067,37.85394,0.140755556,0.326530612,0.165518452,0.15166598,0.546802415,0
Maslakove,Luhansk,49.8453,38.64547,0.084233333,0.285714286,0.02112211,0.006915213,0.063080671,0
Maryivka,Donetsk,48.70155,37.49097,0.437744444,0.244897959,0.126029415,0.257046466,0.754209433,0
Maryevka,Luhansk,48.6675,38.55889,0.259288889,0.489795918,0.301484581,0.097332598,0.480439291,0
Maryevka,Donetsk,48.48333,37.06667,0.2217,0.379008746,0.103978495,0.508149211,0.873706819,0
Marynivka,Donetsk,48.18127,37.34801,0.4729,0.623906706,0.245974274,0.012067711,0.646067545,1
Maryivka,Luhansk,47.96815,39.41119,0.219566667,0.332361516,0.01214871,0.005102762,0.055083135,0
Maryanivka,Donetsk,47.88352,37.85285,0.655333333,0.61516035,0.082581184,0.406162514,0.315839694,1
Maryanivka,Donetsk,47.62506,37.513420000000004,0.418944444,0.682215743,0.170666099,0.025781362,0.437336612,1
Maryivka,Donetsk,48.61564,36.7833,0.1141,0.303206997,0.015611379,0.012624053,0.912925343,0
Marksfeld,Donetsk,47.48333,38.05,0.295688889,0.367346939,0.050640509,0.011293714,0.131444684,0
Markov Yar,Donetsk,48.35,38.3,0.343766667,0.539358601,0.174816163,0.019932541,0.408513245,0
Markovo,Donetsk,48.65401,37.78902,0.171344444,0.49271137,0.345146578,0.007055298,0.673554582,0
Markivka,Luhansk,49.5229,39.57055,0.058266667,0.335276968,0.024345276,0.007158514,0.076201293,0
Markyne,Donetsk,47.18975,38.17898,0.396766667,0.166180758,0.101543805,0.016223006,0.032280438,1
Mariupol,Donetsk,47.09514,37.54131,0.676522222,0.189504373,0.029202685,0.944771236,0.252789281,1
Marynivka,Luhansk,49.17479,38.6743,0.066522222,0.29154519,0.211804207,0.015760056,0.388592656,1
Marynivka,Donetsk,47.90324,38.84681,0.336266667,0.38483965,0.053382951,0.007299015,0.023181714,1
Marakhovka,Luhansk,49.6,38.06667,0.043055556,0.405247813,0.752397337,0.010873341,0.183067562,0
Manych,Donetsk,47.75556,38.74429,0.2661,0.27696793,0.032543799,0.015849296,0.025060267,1
Manuylivka,Donetsk,47.96448,38.67074,0.5926,0.309037901,0.321348502,0.080331306,0.109123762,0
Manuilskiy,Donetsk,47.53705,37.28678,0.292933333,0.574344023,0.134931596,0.025781362,0.539970559,0
Mankivka,Luhansk,49.55849,38.45361,0.138855556,0.396501458,0.223910513,0.009065951,0.232672013,0
Malyy Sukhodil,Luhansk,48.36544,39.84075,0.805366667,0.38483965,0.088109942,0.164675829,0.019589468,0
Malovendelivka,Luhansk,49.0237,38.92045,0.596055556,0.160349854,0.251891843,0.00784662,0.420275017,0
Malotaranivka,Donetsk,48.6647,37.51329,0.407577778,0.212827988,0.384481972,0.32255655,0.765074975,0
Maloryazantseve,Luhansk,48.886,38.38683,0.282933333,0.265306122,0.047334387,0.509705023,0.607505807,1
Maloorlivka,Donetsk,48.19028,38.36056,0.772011111,0.813411079,0.14489548,0.007299015,0.316772345,1
Malomykolayivka,Luhansk,48.3098,39.02709,0.345166667,0.556851312,0.061374142,0.015975958,0.250788865,1
Malolinovka,Donetsk,48.63202,37.99578,0.285666667,0.274052478,0.142365242,0.172778854,0.613919958,0
Malokreninskiy,Luhansk,48.11667,39.03333,0.610322222,0.542274052,0.117606568,0.421203087,0.141907772,0
Ostrovskoho,Donetsk,47.9234,37.18429,0.335722222,0.381924198,0.158861844,0.027643038,0.663625053,1
Maloivanivka,Luhansk,48.38373,38.64385,0.444911111,0.486880466,0.003404895,0.046204684,0.313478958,1
Malohnativka,Donetsk,47.51265,37.67281,0.516066667,0.586005831,0.104920712,0.023100415,0.330949816,0
Malooleksandrivka,Luhansk,49.70586,38.47356,0.322255556,0.314868805,0.020470448,0.006961954,0.148761315,0
Malynove,Luhansk,48.72044,39.42554,0.704322222,0.212827988,0.649579042,0.011763453,0.141735954,1
Malynivka,Donetsk,48.73743,37.77359,0.249722222,0.498542274,0.28304235,0.01280105,0.684849876,1
Malynivka,Donetsk,47.51275,37.38303,0.403444444,0.583090379,0.370753113,0.025781362,0.487980481,1
Mala Verhunka,Luhansk,48.57778,39.39049,0.665788889,0.274052478,0.330222022,0.769146645,0.15203688,1
Malaya Sedeyevka,Donetsk,47.15,38.05,0.340266667,0.186588921,0.070833633,0.016223006,0.107685878,0
Novoomelkove,Luhansk,49.16667,39.1,0.068022222,0.425655977,0.205836521,0.015800481,0.328480153,0
Maksymivka,Luhansk,49.91984,38.39558,0.152322222,0.425655977,0.367571074,0.006915213,0.038556026,0
Maksimovka,Luhansk,48.59324,38.64028,0.440066667,0.638483965,0.047348177,0.380329666,0.426824283,0
Maksymivka,Donetsk,47.89163,37.10468,0.292977778,0.463556851,0.172952701,0.027643038,0.700788821,0
Buhas,Donetsk,47.6369,37.56218,0.514922222,0.504373178,0.019154229,0.025781362,0.414753644,1
Maksymilyanivka,Donetsk,47.97511,37.38805,0.394177778,0.379008746,0.008535013,0.031867775,0.568617769,0
Makiyivka,Luhansk,49.2278,37.98363,0.046133333,0.233236152,0.042316361,0.014118785,0.393204624,1
Makiyivka,Donetsk,48.04782,37.92576,0.704922222,0.650145773,0.108067551,0.48748702,0.349438573,1
Makedonivka,Luhansk,48.23446,39.2942,0.3674,0.524781341,0.045384489,0.024189942,0.203688641,0
Makartetyne,Luhansk,49.5784,38.92757,0.054411111,0.437317784,0.062362726,0.009519699,0.128498461,0
Makarove,Luhansk,48.68382,39.51694,0.851722222,0.189504373,0.018316803,0.011763453,0.086179255,1
Rozy Lyuksemburh,Donetsk,48.45145,37.23774,0.1741,0.60058309,0.634281987,0.009454298,0.786606115,1
Lyubivka,Donetsk,47.82386,37.7516,0.6227,0.50728863,0.139851687,0.025189302,0.347059137,0
Lyubyme,Luhansk,47.87944,39.46622,0.191644444,0.571428571,0.204762636,0.005102762,0.010193781,0
Lyse,Luhansk,48.47706,39.58557,0.567044444,0.495626822,0.185859416,0.010288488,0.084830906,0
Lyashkivka,Luhansk,49.68665,38.89392,0.107266667,0.463556851,0.024344416,0.00709479,0.074436689,1
Lyapino,Donetsk,47.09184,37.66137,0.728188889,0.002915452,0.208048708,0.914052178,0.231113533,0
Lvivka,Donetsk,48.76154,37.31278,0.237266667,0.335276968,0.292089963,0.012177064,0.77140256,0
Lutuhyne,Luhansk,48.40507,39.22675,0.393077778,0.346938776,0.047150572,0.030088415,0.27092713,1
Hlushchenkove,Donetsk,49.21694,37.78389,0.154311111,0.376093294,0.08917054,0.010618138,0.422578042,0
Lukove,Donetsk,47.35077,37.93155,0.343911111,0.29154519,0.301999157,0.011235021,0.166625991,1
Luhansk,Luhansk,48.56705,39.31706,0.633366667,0.300291545,0.049652526,0.769146645,0.193913189,1
Lugovoy,Donetsk,47.54369,37.32827,0.310088889,0.556851312,0.207729313,0.025781362,0.522170872,0
Lugopol,Donetsk,48.03333,36.83333,0.436833333,0.27696793,0.099261759,0.0109701,0.871068642,0
Luhanske,Donetsk,48.44574,38.26153,0.363877778,0.454810496,0.086103577,0.017210024,0.461657797,0
Lubyanka,Luhansk,49.47656,38.76115,0.048166667,0.262390671,0.34719683,0.00709268,0.213398375,0
Lozivskyy,Luhansk,48.56213,38.8828,0.517566667,0.521865889,0.270947007,0.023995524,0.387377816,0
Lozove,Donetsk,48.37845,38.24126,0.452211111,0.513119534,0.358416622,0.132567893,0.435633155,1
Lozove,Luhansk,49.3552,39.28276,0.122577778,0.562682216,0.122386851,0.015800481,0.222474155,1
Lozovaya Pavlovka,Luhansk,48.48333,38.7,0.6473,0.463556851,0.239625747,0.165365001,0.357606896,0
Lozove,Donetsk,49.21052,37.59498,0.155933333,0.236151603,0.501928417,0.010220082,0.472157375,1
Lozne,Luhansk,49.86701,38.82623,0.132722222,0.241982507,0.006726397,0.00709268,0.010372002,0
Lozno-Oleksandrivka,Luhansk,49.8391,38.74098,0.072988889,0.271137026,0.008722386,0.00709268,0.038117605,1
Lotykove,Luhansk,48.52926,38.91826,0.483888889,0.594752187,0.191071607,0.036369276,0.369458632,0
Loskutivka,Luhansk,48.80519,38.41205,0.246911111,0.542274052,0.545218072,0.016443633,0.583229125,0
Lopaskyne,Luhansk,48.66791,39.03432,0.543733333,0.128279883,0.114447346,0.023995524,0.352387405,1
Lomuvatka,Luhansk,48.45389,38.56788,0.638688889,0.83090379,0.04265749,0.07427186,0.366363089,1
Lobychev,Luhansk,48.66111,39.11528,0.615122222,0.148688047,0.331733361,0.023995524,0.306540913,1
Lobacheve,Luhansk,48.55557,39.50012,0.705444444,0.151603499,0.33156649,0.011763453,0.095286402,1
Lyzyne,Luhansk,49.55461,38.85021,0.033622222,0.285714286,0.013727333,0.00709268,0.152920363,0
Lytvynivka,Luhansk,49.30656,39.4477,0.050588889,0.241982507,0.021924871,0.007272797,0.192377528,0
Lytvynove,Luhansk,49.85083,39.20028,0.066044444,0.294460641,0.442225389,0.010015537,0.006309154,1
Lysivka,Donetsk,48.22541,37.26245,0.242477778,0.548104956,0.238242969,0.062587967,0.700167273,0
Liskhimstroy,Luhansk,48.95,38.48333,0.435955556,0.195335277,0.005688855,0.831669605,0.549361161,0
Lysyche,Donetsk,47.7315,38.59499,0.394411111,0.43148688,0.110345259,0.015849296,0.043947651,1
Lysychansk,Luhansk,48.90485,38.44207,0.308522222,0.533527697,0.041714251,0.617533507,0.582820668,1
Lypove,Luhansk,48.40931,39.7212,0.613933333,0.250728863,0.369846056,0.010288488,0.08182226,0
Lymarivka,Luhansk,49.32547,39.59624,0.086355556,0.2303207,0.210608249,0.007272797,0.159641127,0
Lymanchuk,Donetsk,48.01604,38.82399,0.862355556,0.70845481,0.046286207,0.201651238,0.085079857,0
Lyman,Luhansk,49.34521,38.94361,0.1493,0.183673469,0.17609711,0.015800481,0.258577095,1
Lyman,Luhansk,48.66408,39.25318,0.647844444,0.413994169,0.201634247,0.023995524,0.229226833,1
Lyman,Donetsk,48.40876,36.8628,0.053044444,0.294460641,0.325689365,0.009454364,0.946573952,1
Lidyne,Donetsk,47.41367,37.59524,0.532344444,0.317784257,0.209596,0.025750014,0.359553013,0
Levshino,Donetsk,48.61667,37.13333,0.107788889,0.402332362,0.430148044,0.009636791,0.892128187,0
Lesnoye,Luhansk,48.38308,39.16453,0.670622222,0.408163265,0.053195344,0.030088415,0.293789917,0
Lesnoye,Donetsk,48.09858,38.13293,0.769377778,0.486880466,0.108498975,0.352145376,0.305939718,1
Lisna Polyana,Luhansk,49.5242,39.47234,0.061766667,0.618075802,0.056814768,0.007158514,0.116122757,0
Leninske,Donetsk,47.69329,38.15877,0.596444444,0.498542274,0.060190392,0.018529607,0.113454698,1
Leninske,Donetsk,48.37358,37.90715,0.645155556,0.67638484,0.190368122,0.292111999,0.50311256,1
Leninske,Luhansk,48.07126,39.55333,0.765544444,0.880466472,0.018531318,0.321010551,0.12784063,0
Leninske,Donetsk,47.75963,38.44223,0.462555556,0.393586006,0.059897665,0.015849296,0.069533081,1
Lenina,Donetsk,48.36667,37,0.078344444,0.370262391,0.050729779,0.009792015,0.868020403,0
Leninskiy,Donetsk,47.14403,37.85957,0.422466667,0.148688047,0.218529256,0.016223006,0.214220172,0
Lenina,Luhansk,48.42944,39.14556,0.555255556,0.530612245,0.243029671,0.030088421,0.307596959,0
Lebedinyy,Donetsk,47.12687,37.75265,0.710488889,0.192419825,0.089629221,0.486804023,0.248254042,0
Lazarivka,Donetsk,47.48412,37.46334,0.445344444,0.460641399,0.186284034,0.025781362,0.440186898,0
Korsunivka,Donetsk,48.88333,37.86667,0.105611111,0.186588921,0.595307399,0.01078742,0.5941162,0
Lashinovka,Luhansk,48.91667,39.4,0.657077778,0.320699708,0.21044562,0.011763453,0.15714148,0
Larionov,Luhansk,48.86833,39.82417,0.763933333,0.12244898,0.185425842,0.011599331,0.011855669,0
Laryne,Donetsk,47.89225,37.92704,0.741011111,0.341107872,0.301671784,0.770392552,0.285806549,0
Lantrativka,Luhansk,49.93955,38.26159,0.498088889,0.329446064,0.040271949,0.006915213,0.027759732,0
Lymarivka,Luhansk,49.59111,39.73028,0.0623,0.463556851,0.164909678,0.007444489,0.010319632,0
Kuznetsovo-Mykhaylivka,Donetsk,47.45842,38.2135,0.1909,0.119533528,0.004185514,0.012400822,0.049241772,0
Kuzminovka,Donetsk,48.65,37.98333,0.2097,0.268221574,0.056669258,0.172778854,0.625867096,0
Kuzmyne,Luhansk,49.00472,38.14399,0.183355556,0.27696793,0.364249409,0.014118785,0.521761077,0
Kuzemivka,Luhansk,49.51969,37.98316,0.066066667,0.376093294,0.085727504,0.010873341,0.229264315,0
Maloyanysol,Donetsk,47.37312,37.33624,0.629977778,0.259475219,0.108454632,0.010494694,0.445358629,0
Kutuzovka,Donetsk,48.49037,37.1866,0.097866667,0.574344023,0.27618924,0.009454298,0.82284128,0
Kuteynykove,Donetsk,47.81227,38.28822,0.499933333,0.562682216,0.007436346,0.01628285,0.122804912,1
Kuryanskiy,Donetsk,47.66667,38.26667,0.445788889,0.405247813,0.116396553,0.017432652,0.062227571,0
Kuryache,Luhansk,48.17463,39.60382,0.704166667,0.358600583,0.188130251,0.007746616,0.134069607,0
Kuryachivka,Luhansk,49.65183,38.68544,0.112122222,0.320699708,0.023258089,0.00709268,0.146957451,0
Kuryachivka,Luhansk,49.39005,39.60962,0.070211111,0.236151603,0.17308703,0.007158514,0.134635302,0
Kuryachivka,Luhansk,49.3441,38.85735,0.111622222,0.180758017,0.170199158,0.015460728,0.265933218,0
Kurtovka,Donetsk,48.61135,37.62457,0.390788889,0.489795918,0.48535256,0.193035217,0.703088741,0
Kuroyedovka,Donetsk,48.6303,37.06017,0.155522222,0.533527697,0.135090512,0.009694312,0.913217689,0
Kurdyumivka,Donetsk,48.46988,37.95732,0.448477778,0.594752187,0.257226769,0.088259809,0.537719137,1
Kurakhovo,Donetsk,47.98522,37.2821,0.295366667,0.38483965,0.023266357,0.027643038,0.625215487,0
Kumachove,Donetsk,47.62054,38.2658,0.3883,0.282798834,0.030473138,0.018529607,0.041537856,1
Kulykove,Donetsk,47.22814,37.87684,0.394955556,0.206997085,0.214883299,0.016223006,0.201914312,1
Kurdyashivka,Luhansk,49.03264,38.44633,0.331166667,0.320699708,0.318969249,0.069227781,0.519394722,0
Ksenivka,Donetsk,47.26819,37.18262,0.384755556,0.411078717,0.0123688,0.010494694,0.449246265,0
Krymske,Luhansk,48.74915,38.79984,0.436944444,0.186588921,0.070299359,0.023995524,0.489118931,1
Krymka,Donetsk,47.36667,37.21667,0.464555556,0.539358601,0.157359566,0.010494694,0.479456906,0
